date,day_of_the_week,time,time_of_day,olney_secs,college_park_secs,olney_mins,college_park_mins,olney_hours,college_park_hours
12/4/2019,Wednesday,7:00,Morning,3205,3032,53.41666667,50.53333333,0.8902777778,0.8422222222
12/4/2019,Wednesday,7:20,Morning,3754,3260,62.56666667,54.33333333,1.042777778,0.9055555556
12/4/2019,Wednesday,7:40,Morning,3925,3469,65.41666667,57.81666667,1.090277778,0.9636111111
12/4/2019,Wednesday,8:00,Morning,4108,3465,68.46666667,57.75,1.141111111,0.9625
12/4/2019,Wednesday,8:20,Morning,3970,3375,66.16666667,56.25,1.102777778,0.9375
12/4/2019,Wednesday,8:40,Morning,3452,3282,57.53333333,54.7,0.9588888889,0.9116666667
12/4/2019,Wednesday,9:00,Morning,3317,2868,55.28333333,47.8,0.9213888889,0.7966666667
12/4/2019,Wednesday,9:20,Morning,3057,2522,50.95,42.03333333,0.8491666667,0.7005555556
12/4/2019,Wednesday,9:40,Morning,2951,2252,49.18333333,37.53333333,0.8197222222,0.6255555556
12/4/2019,Wednesday,15:00,Evening,3647,3552,60.78333333,59.2,1.013055556,0.9866666667
12/4/2019,Wednesday,15:20,Evening,3828,3905,63.8,65.08333333,1.063333333,1.084722222
12/4/2019,Wednesday,15:40,Evening,4069,4065,67.81666667,67.75,1.130277778,1.129166667
12/4/2019,Wednesday,16:00,Evening,4569,4550,76.15,75.83333333,1.269166667,1.263888889
12/4/2019,Wednesday,16:20,Evening,4999,4934,83.31666667,82.23333333,1.388611111,1.370555556
12/4/2019,Wednesday,16:40,Evening,4941,4883,82.35,81.38333333,1.3725,1.356388889
12/4/2019,Wednesday,17:00,Evening,4972,4886,82.86666667,81.43333333,1.381111111,1.357222222
12/4/2019,Wednesday,17:20,Evening,5137,5190,85.61666667,86.5,1.426944444,1.441666667
12/4/2019,Wednesday,17:40,Evening,4908,5253,81.8,87.55,1.363333333,1.459166667
12/4/2019,Wednesday,18:00,Evening,4858,4977,80.96666667,82.95,1.349444444,1.3825
12/4/2019,Wednesday,18:20,Evening,4555,4138,75.91666667,68.96666667,1.265277778,1.149444444
12/4/2019,Wednesday,18:40,Evening,4220,4050,70.33333333,67.5,1.172222222,1.125
12/4/2019,Wednesday,19:00,Evening,3638,3580,60.63333333,59.66666667,1.010555556,0.9944444444
12/4/2019,Wednesday,19:20,Evening,3269,3162,54.48333333,52.7,0.9080555556,0.8783333333
12/4/2019,Wednesday,19:40,Evening,2899,2469,48.31666667,41.15,0.8052777778,0.6858333333
12/5/2019,Thursday,6:00,Morning,2429,2387,40.48333333,39.78333333,0.6747222222,0.6630555556
12/5/2019,Thursday,6:20,Morning,2584,2755,43.06666667,45.91666667,0.7177777778,0.7652777778
12/5/2019,Thursday,6:40,Morning,2860,2670,47.66666667,44.5,0.7944444444,0.7416666667
12/5/2019,Thursday,7:00,Morning,3231,3116,53.85,51.93333333,0.8975,0.8655555556
12/5/2019,Thursday,7:20,Morning,3380,3387,56.33333333,56.45,0.9388888889,0.9408333333
12/5/2019,Thursday,7:40,Morning,3657,3346,60.95,55.76666667,1.015833333,0.9294444444
12/5/2019,Thursday,8:00,Morning,3863,3251,64.38333333,54.18333333,1.073055556,0.9030555556
12/5/2019,Thursday,8:20,Morning,3717,3354,61.95,55.9,1.0325,0.9316666667
12/5/2019,Thursday,8:40,Morning,3467,3327,57.78333333,55.45,0.9630555556,0.9241666667
12/5/2019,Thursday,9:00,Morning,3306,3320,55.1,55.33333333,0.9183333333,0.9222222222
12/5/2019,Thursday,9:20,Morning,3161,2934,52.68333333,48.9,0.8780555556,0.815
12/5/2019,Thursday,9:40,Morning,2996,2498,49.93333333,41.63333333,0.8322222222,0.6938888889
12/5/2019,Thursday,15:00,Evening,4132,4315,68.86666667,71.91666667,1.147777778,1.198611111
12/5/2019,Thursday,15:20,Evening,4556,4841,75.93333333,80.68333333,1.265555556,1.344722222
12/5/2019,Thursday,15:40,Evening,4940,5188,82.33333333,86.46666667,1.372222222,1.441111111
12/5/2019,Thursday,16:00,Evening,5177,5200,86.28333333,86.66666667,1.438055556,1.444444444
12/5/2019,Thursday,16:20,Evening,5131,5217,85.51666667,86.95,1.425277778,1.449166667
12/5/2019,Thursday,16:40,Evening,5264,5301,87.73333333,88.35,1.462222222,1.4725
12/5/2019,Thursday,17:00,Evening,5222,5559,87.03333333,92.65,1.450555556,1.544166667
12/5/2019,Thursday,17:20,Evening,5063,4999,84.38333333,83.31666667,1.406388889,1.388611111
12/5/2019,Thursday,17:40,Evening,4958,4971,82.63333333,82.85,1.377222222,1.380833333
12/5/2019,Thursday,18:00,Evening,4728,4723,78.8,78.71666667,1.313333333,1.311944444
12/5/2019,Thursday,18:20,Evening,4367,4159,72.78333333,69.31666667,1.213055556,1.155277778
12/5/2019,Thursday,18:40,Evening,3905,3612,65.08333333,60.2,1.084722222,1.003333333
12/5/2019,Thursday,19:00,Evening,2891,2375,48.18333333,39.58333333,0.8030555556,0.6597222222
12/5/2019,Thursday,19:20,Evening,2747,2180,45.78333333,36.33333333,0.7630555556,0.6055555556
12/5/2019,Thursday,19:40,Evening,2639,2045,43.98333333,34.08333333,0.7330555556,0.5680555556
12/9/2019,Monday,6:00,Morning,2417,2375,40.28333333,39.58333333,0.6713888889,0.6597222222
12/9/2019,Monday,6:20,Morning,2658,2620,44.3,43.66666667,0.7383333333,0.7277777778
12/9/2019,Monday,6:40,Morning,2762,2584,46.03333333,43.06666667,0.7672222222,0.7177777778
12/9/2019,Monday,7:00,Morning,2926,2584,48.76666667,43.06666667,0.8127777778,0.7177777778
12/9/2019,Monday,7:20,Morning,3165,2962,52.75,49.36666667,0.8791666667,0.8227777778
12/9/2019,Monday,7:40,Morning,3400,2954,56.66666667,49.23333333,0.9444444444,0.8205555556
12/9/2019,Monday,8:00,Morning,3497,3060,58.28333333,51,0.9713888889,0.85
12/9/2019,Monday,8:20,Morning,3314,3016,55.23333333,50.26666667,0.9205555556,0.8377777778
12/9/2019,Monday,8:40,Morning,3073,2764,51.21666667,46.06666667,0.8536111111,0.7677777778
12/9/2019,Monday,9:00,Morning,2983,2458,49.71666667,40.96666667,0.8286111111,0.6827777778
12/9/2019,Monday,9:20,Morning,2870,2414,47.83333333,40.23333333,0.7972222222,0.6705555556
12/9/2019,Monday,9:40,Morning,2773,2297,46.21666667,38.28333333,0.7702777778,0.6380555556
12/9/2019,Monday,15:00,Evening,4295,4105,71.58333333,68.41666667,1.193055556,1.140277778
12/9/2019,Monday,15:20,Evening,4272,4262,71.2,71.03333333,1.186666667,1.183888889
12/9/2019,Monday,15:40,Evening,4536,4484,75.6,74.73333333,1.26,1.245555556
12/9/2019,Monday,16:00,Evening,4595,4575,76.58333333,76.25,1.276388889,1.270833333
12/9/2019,Monday,16:20,Evening,4628,4614,77.13333333,76.9,1.285555556,1.281666667
12/9/2019,Monday,16:40,Evening,5114,4998,85.23333333,83.3,1.420555556,1.388333333
12/9/2019,Monday,17:00,Evening,5168,5106,86.13333333,85.1,1.435555556,1.418333333
12/9/2019,Monday,17:20,Evening,4994,4903,83.23333333,81.71666667,1.387222222,1.361944444
12/9/2019,Monday,17:40,Evening,4771,4510,79.51666667,75.16666667,1.325277778,1.252777778
12/9/2019,Monday,18:00,Evening,4395,4032,73.25,67.2,1.220833333,1.12
12/9/2019,Monday,18:20,Evening,3906,3413,65.1,56.88333333,1.085,0.9480555556
12/9/2019,Monday,18:40,Evening,3673,3147,61.21666667,52.45,1.020277778,0.8741666667
12/9/2019,Monday,19:00,Evening,3304,2776,55.06666667,46.26666667,0.9177777778,0.7711111111
12/9/2019,Monday,19:20,Evening,3180,2521,53,42.01666667,0.8833333333,0.7002777778
12/9/2019,Monday,19:40,Evening,2782,2130,46.36666667,35.5,0.7727777778,0.5916666667
12/10/2019,Tuesday,6:00,Morning,2434,2401,40.56666667,40.01666667,0.6761111111,0.6669444444
12/10/2019,Tuesday,6:20,Morning,2615,2666,43.58333333,44.43333333,0.7263888889,0.7405555556
12/10/2019,Tuesday,6:40,Morning,2926,2694,48.76666667,44.9,0.8127777778,0.7483333333
12/10/2019,Tuesday,7:00,Morning,3136,2767,52.26666667,46.11666667,0.8711111111,0.7686111111
12/10/2019,Tuesday,7:20,Morning,3492,3223,58.2,53.71666667,0.97,0.8952777778
12/10/2019,Tuesday,7:40,Morning,3743,3147,62.38333333,52.45,1.039722222,0.8741666667
12/10/2019,Tuesday,8:00,Morning,3932,3228,65.53333333,53.8,1.092222222,0.8966666667
12/10/2019,Tuesday,8:20,Morning,3857,3380,64.28333333,56.33333333,1.071388889,0.9388888889
12/10/2019,Tuesday,8:40,Morning,3756,3483,62.6,58.05,1.043333333,0.9675
12/10/2019,Tuesday,9:00,Morning,3423,3070,57.05,51.16666667,0.9508333333,0.8527777778
12/10/2019,Tuesday,9:20,Morning,3231,2936,53.85,48.93333333,0.8975,0.8155555556
12/10/2019,Tuesday,9:40,Morning,3165,2729,52.75,45.48333333,0.8791666667,0.7580555556
12/10/2019,Tuesday,15:00,Evening,4038,3861,67.3,64.35,1.121666667,1.0725
12/10/2019,Tuesday,15:20,Evening,4419,4412,73.65,73.53333333,1.2275,1.225555556
12/10/2019,Tuesday,15:40,Evening,4705,4554,78.41666667,75.9,1.306944444,1.265
12/10/2019,Tuesday,16:00,Evening,4871,4921,81.18333333,82.01666667,1.353055556,1.366944444
12/10/2019,Tuesday,16:20,Evening,5286,5033,88.1,83.88333333,1.468333333,1.398055556
12/10/2019,Tuesday,16:40,Evening,5156,4940,85.93333333,82.33333333,1.432222222,1.372222222
12/10/2019,Tuesday,17:00,Evening,5431,5181,90.51666667,86.35,1.508611111,1.439166667
12/10/2019,Tuesday,17:20,Evening,5342,4997,89.03333333,83.28333333,1.483888889,1.388055556
12/10/2019,Tuesday,17:40,Evening,4854,4824,80.9,80.4,1.348333333,1.34
12/10/2019,Tuesday,18:00,Evening,4666,4562,77.76666667,76.03333333,1.296111111,1.267222222
12/10/2019,Tuesday,18:20,Evening,4608,4355,76.8,72.58333333,1.28,1.209722222
12/10/2019,Tuesday,18:40,Evening,4189,3861,69.81666667,64.35,1.163611111,1.0725
12/10/2019,Tuesday,19:00,Evening,2434,2401,40.56666667,40.01666667,0.6761111111,0.6669444444
12/10/2019,Tuesday,19:20,Evening,2615,2666,43.58333333,44.43333333,0.7263888889,0.7405555556
12/10/2019,Tuesday,19:40,Evening,2926,2694,48.76666667,44.9,0.8127777778,0.7483333333
12/11/2019,Wednesday,6:00,Morning,2548,2378,42.46666667,39.63333333,0.7077777778,0.6605555556
12/11/2019,Wednesday,6:20,Morning,2691,2567,44.85,42.78333333,0.7475,0.7130555556
12/11/2019,Wednesday,6:40,Morning,2841,2649,47.35,44.15,0.7891666667,0.7358333333
12/11/2019,Wednesday,7:00,Morning,3219,2946,53.65,49.1,0.8941666667,0.8183333333
12/11/2019,Wednesday,7:20,Morning,3519,3278,58.65,54.63333333,0.9775,0.9105555556
12/11/2019,Wednesday,7:40,Morning,3707,3221,61.78333333,53.68333333,1.029722222,0.8947222222
12/11/2019,Wednesday,8:00,Morning,3775,3488,62.91666667,58.13333333,1.048611111,0.9688888889
12/11/2019,Wednesday,8:20,Morning,3693,3457,61.55,57.61666667,1.025833333,0.9602777778
12/11/2019,Wednesday,8:40,Morning,3358,3156,55.96666667,52.6,0.9327777778,0.8766666667
12/11/2019,Wednesday,9:00,Morning,3099,2923,51.65,48.71666667,0.8608333333,0.8119444444
12/11/2019,Wednesday,9:20,Morning,2847,2656,47.45,44.26666667,0.7908333333,0.7377777778
12/11/2019,Wednesday,9:40,Morning,2725,2347,45.41666667,39.11666667,0.7569444444,0.6519444444
12/11/2019,Wednesday,15:00,Evening,3580,3720,59.66666667,62,0.9944444444,1.033333333
12/11/2019,Wednesday,15:20,Evening,3865,4055,64.41666667,67.58333333,1.073611111,1.126388889
12/11/2019,Wednesday,15:40,Evening,4238,4198,70.63333333,69.96666667,1.177222222,1.166111111
12/11/2019,Wednesday,16:00,Evening,4546,4551,75.76666667,75.85,1.262777778,1.264166667
12/11/2019,Wednesday,16:20,Evening,4426,4533,73.76666667,75.55,1.229444444,1.259166667
12/11/2019,Wednesday,16:40,Evening,4285,4358,71.41666667,72.63333333,1.190277778,1.210555556
12/11/2019,Wednesday,17:00,Evening,4298,4028,71.63333333,67.13333333,1.193888889,1.118888889
12/11/2019,Wednesday,17:20,Evening,4194,4152,69.9,69.2,1.165,1.153333333
12/11/2019,Wednesday,17:40,Evening,4313,4123,71.88333333,68.71666667,1.198055556,1.145277778
12/11/2019,Wednesday,18:00,Evening,4376,4126,72.93333333,68.76666667,1.215555556,1.146111111
12/11/2019,Wednesday,18:20,Evening,3721,3612,62.01666667,60.2,1.033611111,1.003333333
12/11/2019,Wednesday,18:40,Evening,3365,3112,56.08333333,51.86666667,0.9347222222,0.8644444444
12/11/2019,Wednesday,19:00,Evening,2801,2491,46.68333333,41.51666667,0.7780555556,0.6919444444
12/11/2019,Wednesday,19:20,Evening,2782,2203,46.36666667,36.71666667,0.7727777778,0.6119444444
12/11/2019,Wednesday,19:40,Evening,2716,2127,45.26666667,35.45,0.7544444444,0.5908333333
12/12/2019,Thursday,6:00,Morning,2424,2392,40.4,39.86666667,0.6733333333,0.6644444444
12/12/2019,Thursday,6:20,Morning,2647,2530,44.11666667,42.16666667,0.7352777778,0.7027777778
12/12/2019,Thursday,6:40,Morning,2782,2662,46.36666667,44.36666667,0.7727777778,0.7394444444
12/12/2019,Thursday,7:00,Morning,3166,2937,52.76666667,48.95,0.8794444444,0.8158333333
12/12/2019,Thursday,7:20,Morning,3371,3192,56.18333333,53.2,0.9363888889,0.8866666667
12/12/2019,Thursday,7:40,Morning,3801,3228,63.35,53.8,1.055833333,0.8966666667
12/12/2019,Thursday,8:00,Morning,3712,3287,61.86666667,54.78333333,1.031111111,0.9130555556
12/12/2019,Thursday,8:20,Morning,3675,3277,61.25,54.61666667,1.020833333,0.9102777778
12/12/2019,Thursday,8:40,Morning,3469,3290,57.81666667,54.83333333,0.9636111111,0.9138888889
12/12/2019,Thursday,9:00,Morning,3370,3258,56.16666667,54.3,0.9361111111,0.905
12/12/2019,Thursday,9:20,Morning,3156,2875,52.6,47.91666667,0.8766666667,0.7986111111
12/12/2019,Thursday,9:40,Morning,3080,3015,51.33333333,50.25,0.8555555556,0.8375
12/12/2019,Thursday,15:00,Evening,4458,4392,74.3,73.2,1.238333333,1.22
12/12/2019,Thursday,15:20,Evening,4814,5056,80.23333333,84.26666667,1.337222222,1.404444444
12/12/2019,Thursday,15:40,Evening,5027,5318,83.78333333,88.63333333,1.396388889,1.477222222
12/12/2019,Thursday,16:00,Evening,5555,5737,92.58333333,95.61666667,1.543055556,1.593611111
12/12/2019,Thursday,16:20,Evening,5666,5753,94.43333333,95.88333333,1.573888889,1.598055556
12/12/2019,Thursday,16:40,Evening,5576,5837,92.93333333,97.28333333,1.548888889,1.621388889
12/12/2019,Thursday,17:00,Evening,5386,5685,89.76666667,94.75,1.496111111,1.579166667
12/12/2019,Thursday,17:20,Evening,5367,5724,89.45,95.4,1.490833333,1.59
12/12/2019,Thursday,17:40,Evening,5273,5568,87.88333333,92.8,1.464722222,1.546666667
12/12/2019,Thursday,18:00,Evening,4797,5005,79.95,83.41666667,1.3325,1.390277778
12/12/2019,Thursday,18:20,Evening,4626,4816,77.1,80.26666667,1.285,1.337777778
12/12/2019,Thursday,18:40,Evening,4165,4891,69.41666667,81.51666667,1.156944444,1.358611111
12/12/2019,Thursday,19:00,Evening,3075,2447,51.25,40.78333333,0.8541666667,0.6797222222
12/12/2019,Thursday,19:20,Evening,2726,2176,45.43333333,36.26666667,0.7572222222,0.6044444444
12/12/2019,Thursday,19:40,Evening,2620,2104,43.66666667,35.06666667,0.7277777778,0.5844444444
12/16/2019,Monday,6:00,Morning,2786,2502,46.43333333,41.7,0.7738888889,0.695
12/16/2019,Monday,6:20,Morning,2931,2505,48.85,41.75,0.8141666667,0.6958333333
12/16/2019,Monday,6:40,Morning,3016,2670,50.26666667,44.5,0.8377777778,0.7416666667
12/16/2019,Monday,7:00,Morning,3169,2837,52.81666667,47.28333333,0.8802777778,0.7880555556
12/16/2019,Monday,7:20,Morning,3295,3070,54.91666667,51.16666667,0.9152777778,0.8527777778
12/16/2019,Monday,7:40,Morning,3489,3401,58.15,56.68333333,0.9691666667,0.9447222222
12/16/2019,Monday,8:00,Morning,3424,3552,57.06666667,59.2,0.9511111111,0.9866666667
12/16/2019,Monday,8:20,Morning,3351,3572,55.85,59.53333333,0.9308333333,0.9922222222
12/16/2019,Monday,8:40,Morning,3338,3440,55.63333333,57.33333333,0.9272222222,0.9555555556
12/16/2019,Monday,9:00,Morning,3231,3080,53.85,51.33333333,0.8975,0.8555555556
12/16/2019,Monday,9:20,Morning,3053,3009,50.88333333,50.15,0.8480555556,0.8358333333
12/16/2019,Monday,9:40,Morning,2941,2735,49.01666667,45.58333333,0.8169444444,0.7597222222
12/16/2019,Monday,15:00,Evening,3322,3848,55.36666667,64.13333333,0.9227777778,1.068888889
12/16/2019,Monday,15:20,Evening,3477,4136,57.95,68.93333333,0.9658333333,1.148888889
12/16/2019,Monday,15:40,Evening,3717,4051,61.95,67.51666667,1.0325,1.125277778
12/16/2019,Monday,16:00,Evening,3815,4076,63.58333333,67.93333333,1.059722222,1.132222222
12/16/2019,Monday,16:20,Evening,3828,4050,63.8,67.5,1.063333333,1.125
12/16/2019,Monday,16:40,Evening,3714,4035,61.9,67.25,1.031666667,1.120833333
12/16/2019,Monday,17:00,Evening,3695,3879,61.58333333,64.65,1.026388889,1.0775
12/16/2019,Monday,17:20,Evening,3874,4036,64.56666667,67.26666667,1.076111111,1.121111111
12/16/2019,Monday,17:40,Evening,3588,3479,59.8,57.98333333,0.9966666667,0.9663888889
12/16/2019,Monday,18:00,Evening,3283,3274,54.71666667,54.56666667,0.9119444444,0.9094444444
12/16/2019,Monday,18:20,Evening,3006,3264,50.1,54.4,0.835,0.9066666667
12/16/2019,Monday,18:40,Evening,3038,2791,50.63333333,46.51666667,0.8438888889,0.7752777778
12/16/2019,Monday,19:00,Evening,2858,2333,47.63333333,38.88333333,0.7938888889,0.6480555556
12/16/2019,Monday,19:20,Evening,2690,2116,44.83333333,35.26666667,0.7472222222,0.5877777778
12/16/2019,Monday,19:40,Evening,2723,2105,45.38333333,35.08333333,0.7563888889,0.5847222222
12/17/2019,Tuesday,6:00,Morning,2505,2345,41.75,39.08333333,0.6958333333,0.6513888889
12/17/2019,Tuesday,6:20,Morning,2653,2716,44.21666667,45.26666667,0.7369444444,0.7544444444
12/17/2019,Tuesday,6:40,Morning,2970,2712,49.5,45.2,0.825,0.7533333333
12/17/2019,Tuesday,7:00,Morning,3164,3034,52.73333333,50.56666667,0.8788888889,0.8427777778
12/17/2019,Tuesday,7:20,Morning,3533,3232,58.88333333,53.86666667,0.9813888889,0.8977777778
12/17/2019,Tuesday,7:40,Morning,3812,3320,63.53333333,55.33333333,1.058888889,0.9222222222
12/17/2019,Tuesday,8:00,Morning,3948,3235,65.8,53.91666667,1.096666667,0.8986111111
12/17/2019,Tuesday,8:20,Morning,3774,3261,62.9,54.35,1.048333333,0.9058333333
12/17/2019,Tuesday,8:40,Morning,3408,3152,56.8,52.53333333,0.9466666667,0.8755555556
12/17/2019,Tuesday,9:00,Morning,3211,2814,53.51666667,46.9,0.8919444444,0.7816666667
12/17/2019,Tuesday,9:20,Morning,3040,2838,50.66666667,47.3,0.8444444444,0.7883333333
12/17/2019,Tuesday,9:40,Morning,3116,2913,51.93333333,48.55,0.8655555556,0.8091666667
12/17/2019,Tuesday,15:00,Evening,3755,3670,62.58333333,61.16666667,1.043055556,1.019444444
12/17/2019,Tuesday,15:20,Evening,3998,3983,66.63333333,66.38333333,1.110555556,1.106388889
12/17/2019,Tuesday,15:40,Evening,4556,4468,75.93333333,74.46666667,1.265555556,1.241111111
12/17/2019,Tuesday,16:00,Evening,4601,4723,76.68333333,78.71666667,1.278055556,1.311944444
12/17/2019,Tuesday,16:20,Evening,5009,5191,83.48333333,86.51666667,1.391388889,1.441944444
12/17/2019,Tuesday,16:40,Evening,4897,4865,81.61666667,81.08333333,1.360277778,1.351388889
12/17/2019,Tuesday,17:00,Evening,5121,5173,85.35,86.21666667,1.4225,1.436944444
12/17/2019,Tuesday,17:20,Evening,5136,5157,85.6,85.95,1.426666667,1.4325
12/17/2019,Tuesday,17:40,Evening,4943,5022,82.38333333,83.7,1.373055556,1.395
12/17/2019,Tuesday,18:00,Evening,5034,4689,83.9,78.15,1.398333333,1.3025
12/17/2019,Tuesday,18:20,Evening,4523,4236,75.38333333,70.6,1.256388889,1.176666667
12/17/2019,Tuesday,18:40,Evening,3985,3585,66.41666667,59.75,1.106944444,0.9958333333
